CustomerID;Income;Age;Gender;MaritalStatus;City;Date;Period;Treatment_Campaign;Spending;WebPurchases;StorePurchases;CatalogPurchases;MntFood;MntFashion;MntElectronics
1850;9491878;49;Male;Widowed;Bandung;20/02/2023;Before;0;436690;3;7;1;1566456;1648395;2845646
1128;6364695;49;Male;Widowed;Medan;23/05/2023;Before;0;3644059;3;2;0;1974324;1964738;289182
1706;5389383;34;Male;Married;Bandung;23/02/2024;Before;0;1595809;7;4;2;481766;1768914;2825138
186;9484531;44;Male;Married;Bandung;01/07/2024;After;1;3751513;3;5;4;260502;2189338;4885923
1152;5694287;45;Male;Widowed;Surabaya;14/05/2024;Before;0;4460642;3;1;0;1576697;1820294;3120095
1234;21715094;56;Male;Married;Surabaya;16/06/2023;Before;0;1217425;6;5;2;406686;257484;3648616
1438;22824785;54;Male;Married;Medan;17/09/2023;Before;0;3834461;4;4;4;1152352;862389;3793921
1305;9827299;40;Female;Widowed;Medan;11/07/2023;Before;0;4249185;4;3;5;142115;106539;4978989
1983;16565381;41;Female;Married;Denpasar;21/07/2023;Before;0;1088429;4;6;2;1199351;1717945;4647098
253;19037627;53;Female;Single;Bandung;04/07/2023;Before;0;3544887;2;4;3;1116468;1409100;4995610
19;18964436;19;Male;Married;Surabaya;07/06/2023;Before;0;1052463;4;1;3;1366650;698031;112609
712;7345760;28;Male;Divorced;Denpasar;13/09/2024;After;0;1501296;3;3;3;134134;2188413;1072249
1756;11546310;38;Female;Married;Makassar;09/04/2023;Before;0;2152061;0;6;2;329977;2470264;3831694
1160;21082801;61;Female;Married;Makassar;29/08/2023;Before;0;3022570;2;6;2;1196682;305483;864655
223;12792712;29;Female;Widowed;Makassar;05/05/2024;Before;0;2927883;4;5;2;1844156;185340;2727579
3;16315092;61;Male;Single;Jakarta;21/07/2023;Before;0;4890749;2;5;4;80689;833828;312573
1987;7031464;25;Male;Married;Bandung;25/09/2024;After;0;534745;3;3;3;135017;1111243;2043356
1260;5859244;57;Male;Married;Surabaya;23/05/2024;Before;0;1768318;5;6;4;1167892;789114;587815
854;3118033;57;Male;Single;Makassar;20/09/2024;After;0;1040283;2;3;4;1501166;2021301;329516
1489;6041341;24;Male;Divorced;Makassar;06/04/2023;Before;0;4396082;0;6;1;732770;562677;2964297
228;24283475;47;Female;Single;Denpasar;04/05/2024;Before;0;2078870;7;6;3;1818130;2533956;4549436
913;10082212;29;Male;Single;Makassar;01/08/2024;After;0;1441056;2;4;2;326973;511553;381126
1678;8290717;50;Female;Single;Makassar;06/08/2023;Before;0;148909;4;10;0;895575;2548262;2684590
499;7580081;48;Female;Widowed;Makassar;10/06/2024;Before;0;2782981;2;3;2;1708831;113419;4490617
521;9854500;49;Male;Widowed;Denpasar;30/09/2023;Before;0;410239;1;7;3;1431624;2824881;699788
702;19353425;34;Female;Single;Medan;07/08/2023;Before;0;3144607;3;5;0;721471;342960;4713004
1886;12714891;43;Female;Married;Makassar;20/10/2024;After;0;1260288;1;3;1;290144;2251856;429545
917;17315594;20;Male;Widowed;Bandung;28/11/2023;Before;0;1807254;1;5;2;724981;2232206;1220075
1996;7032654;62;Female;Married;Medan;28/03/2024;Before;0;1137491;5;8;2;1075936;1119701;3979804
1701;16476005;36;Female;Divorced;Medan;01/06/2023;Before;0;3617316;7;2;5;254217;2937927;3930770
1163;17013403;51;Female;Married;Jakarta;13/12/2023;Before;0;2737620;2;6;1;1512083;1000799;2173222
1300;12538555;43;Female;Single;Medan;18/02/2024;Before;0;3618708;0;6;2;418733;191869;2914906
291;20395683;20;Male;Single;Makassar;10/06/2024;Before;0;3295252;1;7;3;696959;155843;4171897
1077;13440139;31;Male;Widowed;Jakarta;06/03/2024;Before;0;3114119;2;2;4;1744113;1277490;3474449
1711;5542637;52;Female;Divorced;Denpasar;14/01/2024;Before;0;3060854;2;8;1;1340751;2836134;3793727
1134;3570451;57;Female;Divorced;Makassar;03/03/2024;Before;0;2876644;4;6;2;1062231;207819;1099967
715;10249903;43;Male;Divorced;Denpasar;25/03/2023;Before;0;878333;3;5;0;178408;1534475;1905887
948;5863793;51;Female;Married;Makassar;11/07/2023;Before;0;3050421;2;10;5;337406;1693107;2452457
648;24999032;27;Male;Married;Bandung;10/02/2023;Before;0;4151432;2;2;2;605041;1474850;3717432
1028;15190618;55;Male;Divorced;Surabaya;05/11/2023;Before;0;4110218;2;4;0;1114560;1575342;1575745
1691;18286855;61;Male;Married;Medan;13/01/2024;Before;0;3599154;3;6;2;471576;896226;2478729
684;23088365;41;Female;Married;Surabaya;16/05/2023;Before;0;2375856;2;5;2;1501468;1426335;3711678
1960;16913140;53;Female;Divorced;Denpasar;16/04/2023;Before;0;2698592;2;4;1;98969;1236134;4297051
870;20547389;39;Male;Divorced;Denpasar;02/06/2024;Before;0;4115310;2;5;2;1364217;2527984;1968220
1071;11464685;36;Female;Single;Surabaya;25/06/2024;Before;0;2111164;1;7;1;206254;1422248;1551864
94;15719242;59;Female;Divorced;Surabaya;06/05/2023;Before;0;1375261;2;3;1;616420;423496;2535888
940;16371172;28;Male;Married;Medan;23/12/2023;Before;0;2217642;0;2;2;1547854;1883184;4912610
560;13808470;63;Male;Widowed;Jakarta;04/02/2024;Before;0;4883913;2;4;2;1410397;2499775;100755
1776;6832978;42;Male;Widowed;Denpasar;20/03/2023;Before;0;4817157;1;2;2;1454618;2013826;3359080
1883;21720027;48;Female;Divorced;Denpasar;24/01/2024;Before;0;2145291;5;5;4;460776;117710;1485106
213;17012538;46;Male;Widowed;Makassar;01/08/2024;After;1;4828672;4;8;0;1263377;121988;2460337
436;18126502;34;Female;Divorced;Makassar;18/06/2024;Before;0;2146908;3;9;1;96982;2477910;4895512
852;19599789;41;Female;Widowed;Bandung;01/12/2024;After;0;1922092;5;6;2;1944750;1179189;1473199
508;15378226;21;Male;Widowed;Makassar;15/03/2023;Before;0;4025936;0;9;2;117818;371977;962382
836;11083123;63;Male;Divorced;Denpasar;05/01/2023;Before;0;3187867;3;2;2;1234695;457701;870963
651;4873421;43;Male;Widowed;Denpasar;07/04/2024;Before;0;4134975;2;5;1;1901996;2700013;1091632
205;21338945;40;Male;Single;Medan;23/03/2023;Before;0;1739130;4;4;1;186218;256026;216542
381;3649150;46;Female;Married;Surabaya;20/06/2024;Before;0;1655857;2;10;3;1088693;1231130;4286323
1097;9262105;21;Male;Single;Surabaya;09/02/2024;Before;0;3550544;3;7;4;163059;2683977;1023211
1540;9026988;18;Female;Married;Jakarta;28/05/2024;Before;0;1086053;3;3;3;721914;1752093;2644420
1100;20271808;25;Male;Divorced;Surabaya;05/10/2023;Before;0;4462845;3;7;2;1156080;1197125;1918066
1865;4284382;27;Female;Divorced;Medan;12/08/2023;Before;0;3276904;4;5;3;722784;1805128;4914269
77;24551399;24;Female;Married;Makassar;06/08/2024;After;0;3617250;3;7;4;1531962;1427843;989768
816;19099248;38;Male;Married;Makassar;09/03/2023;Before;0;3511826;3;7;5;1172567;1351559;2119896
768;21130254;45;Female;Divorced;Medan;16/11/2023;Before;0;3455458;4;2;2;1914777;1157574;419489
410;9319707;62;Female;Married;Medan;28/08/2024;After;1;4080391;5;1;1;1419288;1211602;4288232
1638;6722946;29;Female;Divorced;Surabaya;19/01/2023;Before;0;3254476;1;4;3;290817;638405;597461
106;20773323;41;Male;Widowed;Denpasar;01/10/2024;After;0;2476179;5;5;4;231973;827716;4989691
1869;22432053;30;Female;Divorced;Medan;09/12/2023;Before;0;1833529;1;6;4;1037831;220790;301067
551;6599865;58;Female;Single;Makassar;16/08/2024;After;0;3799100;5;3;2;559777;79723;1451571
1500;5339767;36;Male;Married;Medan;09/12/2023;Before;0;5078030;4;5;2;1660767;2063854;4768489
826;18608046;41;Male;Single;Surabaya;07/04/2023;Before;0;4386665;0;12;3;1810660;1901838;2842495
1299;12916545;32;Male;Married;Jakarta;21/02/2023;Before;0;1435195;3;8;4;988105;2405304;395947
88;3048984;37;Female;Married;Medan;24/06/2023;Before;0;1054740;2;2;2;918620;1167448;2727216
1747;11752967;45;Female;Married;Medan;04/12/2023;Before;0;1322189;3;3;1;1016399;204489;879634
881;5568103;25;Female;Married;Medan;24/11/2024;After;0;4509268;4;7;2;1007628;2738513;4147621
1101;14634494;19;Male;Divorced;Denpasar;19/12/2023;Before;0;80277;3;8;4;1162607;1657201;2185908
1101;14634494;19;Male;Divorced;Denpasar;26/01/2024;Before;0;3821204;5;4;2;415848;2155025;2638024
1466;8193278;36;Male;Divorced;Bandung;25/04/2023;Before;0;3471271;3;5;4;183979;1765379;3916285
540;16217648;37;Male;Single;Surabaya;14/12/2023;Before;0;3652371;2;7;2;1595033;949151;4489965
245;6612600;56;Female;Married;Surabaya;01/01/2023;Before;0;3647340;4;2;3;243989;154234;4695749
578;7426219;32;Male;Divorced;Denpasar;04/03/2023;Before;0;3545146;4;4;0;1010331;2792137;852096
1802;4946830;58;Female;Single;Medan;14/08/2023;Before;0;1405499;5;5;2;898913;2518140;1317363
1406;6828433;62;Female;Divorced;Denpasar;27/02/2024;Before;0;3772164;4;1;0;661590;1921272;2113867
982;5155748;20;Male;Married;Surabaya;19/01/2023;Before;0;3182680;8;6;3;1154273;1465661;2406253
717;21100699;22;Female;Divorced;Bandung;31/01/2023;Before;0;1418364;2;4;6;1608101;952093;2772078
1594;20560282;44;Female;Divorced;Bandung;24/09/2024;After;0;4092834;2;7;3;1284943;2881225;1313953
1737;15907824;62;Female;Widowed;Medan;24/01/2023;Before;0;5074594;4;4;2;1569859;2196869;2541568
1761;23606265;61;Female;Widowed;Medan;30/07/2023;Before;0;2900676;0;8;3;715894;2290972;370143
142;24970758;27;Male;Single;Makassar;10/06/2023;Before;0;1434354;7;7;4;836623;1410598;699431
893;12192300;28;Male;Single;Bandung;12/09/2023;Before;0;1456273;5;4;4;1604130;2032254;1887910
1392;13822814;26;Male;Single;Bandung;24/07/2024;After;0;4106504;5;6;3;1277660;2901557;2805143
1108;13543305;47;Male;Widowed;Jakarta;24/04/2023;Before;0;1866635;3;1;0;247678;2334146;2585792
1167;24272229;25;Female;Divorced;Medan;18/05/2024;Before;0;3613947;3;9;1;218778;2316545;4814771
352;3445101;22;Male;Single;Makassar;02/11/2024;After;1;4346534;2;6;2;187333;486547;3354655
545;17573458;38;Female;Divorced;Medan;08/08/2023;Before;0;4599142;3;5;3;844904;2853296;1184726
913;10082212;29;Male;Single;Makassar;23/12/2023;Before;0;1953896;4;9;1;1106266;326245;1709383
152;11306461;20;Female;Married;Bandung;18/06/2023;Before;0;3924142;5;5;2;1586412;2737703;2147506
1182;14484508;18;Male;Married;Jakarta;07/06/2024;Before;0;3109862;1;4;3;279187;2240049;4350286
1470;16534573;49;Male;Single;Makassar;30/08/2023;Before;0;4477439;3;8;1;1370769;2535751;4700539
653;18650304;55;Male;Widowed;Jakarta;10/01/2024;Before;0;2817278;2;2;8;1182812;2405904;1498362
958;10796324;21;Male;Divorced;Denpasar;19/05/2023;Before;0;3863102;4;10;5;643109;1032722;3048498
763;3550222;47;Female;Divorced;Surabaya;07/04/2023;Before;0;4138920;2;5;0;1030621;283094;538506
1327;16283692;40;Male;Divorced;Surabaya;27/05/2023;Before;0;1681971;3;2;4;1828512;1246735;3692092
624;10668216;19;Female;Divorced;Bandung;01/07/2023;Before;0;2496072;2;2;4;1193310;1828721;3837409
656;8967106;56;Male;Widowed;Bandung;26/02/2023;Before;0;4371805;0;0;1;1042806;1823633;2763751
450;5288627;39;Female;Single;Surabaya;11/02/2023;Before;0;3403914;5;4;3;1027011;378468;3630458
721;6196340;60;Male;Single;Bandung;11/12/2024;After;0;4894494;2;9;2;1319237;2364544;1396799
1248;16126263;35;Female;Single;Makassar;26/06/2024;Before;0;2309964;2;4;3;1614049;941803;2492003
43;14184121;33;Male;Married;Jakarta;22/11/2024;After;0;1863805;2;4;1;489508;496239;938335
264;8184502;28;Male;Single;Denpasar;02/01/2023;Before;0;3856136;3;6;2;442275;245145;2852384
1780;13438535;34;Male;Married;Bandung;15/10/2023;Before;0;633596;2;4;1;297147;2093357;4197898
1027;17034150;64;Female;Widowed;Surabaya;18/05/2023;Before;0;3716182;3;9;1;1328100;2186764;3254680
1661;24402894;26;Male;Married;Bandung;08/09/2024;After;1;5415427;3;5;3;1493127;1353089;4388085
1292;4500844;34;Male;Single;Bandung;26/05/2024;Before;0;1637790;3;5;1;94289;2045743;2227367
596;17509187;61;Female;Widowed;Makassar;30/12/2024;After;1;5905289;4;3;1;98677;1885328;4387652
1040;22908425;30;Male;Widowed;Bandung;10/08/2023;Before;0;1191580;3;4;0;301792;97261;4112558
1358;23515189;25;Female;Widowed;Bandung;27/11/2023;Before;0;1232684;4;4;1;1191166;2696431;660666
1488;4829553;21;Female;Widowed;Medan;08/09/2024;After;1;3394740;3;6;2;155986;453976;1933382
1083;5681719;53;Male;Married;Surabaya;08/02/2024;Before;0;1214336;2;11;1;254423;1630189;1620041
1013;3953959;52;Male;Single;Makassar;22/05/2024;Before;0;1654988;5;6;2;1830420;138847;2530236
177;21161466;50;Female;Divorced;Bandung;07/05/2023;Before;0;3831725;2;7;0;1889171;954100;1889265
63;3271836;52;Male;Widowed;Denpasar;22/09/2023;Before;0;5038308;5;4;4;1007251;2715010;1110817
958;10796324;21;Male;Divorced;Denpasar;12/12/2024;After;0;1351724;1;4;2;507350;2667375;3447127
1003;6086176;28;Male;Married;Denpasar;15/01/2023;Before;0;2360399;3;6;3;823735;1506662;3864279
561;3197775;24;Male;Single;Makassar;14/08/2023;Before;0;3066817;4;5;1;1947619;666998;3991873
1331;9984720;53;Male;Divorced;Jakarta;15/04/2023;Before;0;3001964;6;4;1;1944572;2023227;1873900
1270;12755461;27;Male;Single;Bandung;07/05/2024;Before;0;2844996;5;0;1;600745;246345;3486081
1313;7422375;52;Female;Single;Jakarta;15/11/2023;Before;0;4823654;6;5;0;423243;671451;182170
1822;12109096;49;Female;Widowed;Makassar;07/08/2023;Before;0;817441;3;7;3;600417;835178;3996862
955;23976807;42;Female;Married;Makassar;04/10/2023;Before;0;969973;2;3;5;1578545;2830916;844260
1356;8254224;55;Female;Married;Surabaya;07/12/2023;Before;0;4827825;2;10;1;917411;136624;4231394
1551;12272664;19;Female;Divorced;Makassar;27/03/2024;Before;0;269680;5;9;2;517423;634354;3919569
850;22678830;39;Female;Divorced;Surabaya;04/01/2024;Before;0;4393639;3;6;6;1016402;420022;3375462
1279;17157398;45;Female;Divorced;Makassar;18/04/2024;Before;0;4234388;0;6;1;1686015;1924754;2756898
604;13080346;25;Male;Single;Bandung;09/07/2023;Before;0;2918880;3;3;3;1981538;2157762;4942168
1534;21762425;24;Female;Divorced;Medan;23/02/2024;Before;0;4539890;2;5;1;868429;2974210;4411430
1815;19541035;60;Male;Married;Denpasar;10/12/2024;After;0;1033728;3;4;0;998969;607188;3921405
1742;24888358;25;Male;Single;Jakarta;09/05/2024;Before;0;3495830;1;8;0;474064;1651892;1081641
606;12137682;61;Female;Divorced;Surabaya;08/02/2023;Before;0;2267589;1;1;2;1610212;2877941;573484
1761;23606265;61;Female;Widowed;Medan;11/06/2023;Before;0;2065564;3;5;0;1838534;1063479;170769
1837;23991495;51;Female;Divorced;Jakarta;01/05/2023;Before;0;877145;2;4;2;1951918;2262273;345841
830;14145552;58;Male;Widowed;Jakarta;03/02/2024;Before;0;2165530;1;3;0;1464210;1849225;2038079
1487;13397562;64;Male;Married;Surabaya;19/09/2023;Before;0;676269;0;5;2;1082357;960728;3542389
1223;9202258;57;Female;Single;Medan;28/12/2024;After;0;4878920;2;6;1;204918;1466830;2772357
1295;4400283;52;Male;Divorced;Denpasar;14/07/2024;After;0;3649236;11;4;2;579409;366439;4760880
746;14834106;18;Female;Widowed;Denpasar;26/08/2024;After;1;3974295;3;4;2;826092;1708420;539212
558;13198499;63;Female;Single;Denpasar;09/05/2023;Before;0;2183432;3;6;4;1548518;923306;969150
64;6584702;25;Female;Married;Denpasar;23/06/2024;Before;0;3561937;3;4;1;1336587;1824934;3418674
1254;17338768;53;Male;Married;Surabaya;22/12/2023;Before;0;3171144;4;6;1;1979070;1132422;4091611
942;22660643;33;Male;Divorced;Jakarta;21/10/2024;After;1;2162975;4;5;1;643166;1716310;2134159
1976;22397196;53;Female;Married;Bandung;07/03/2024;Before;0;2155850;3;6;0;641138;800877;4145717
249;13047453;29;Female;Married;Denpasar;06/03/2023;Before;0;3581210;5;6;2;921762;1117590;1197134
1270;12755461;27;Male;Single;Bandung;06/08/2023;Before;0;4184367;3;9;1;1598246;381520;1203013
940;16371172;28;Male;Married;Medan;16/07/2024;After;0;3676482;3;11;1;809973;1090789;3454914
1611;5773939;49;Female;Single;Bandung;02/03/2024;Before;0;4530202;4;5;2;491844;1854387;1661095
157;24047286;56;Male;Single;Bandung;15/03/2023;Before;0;3222660;5;6;1;1834145;2535282;3134671
735;16088862;37;Female;Married;Jakarta;04/04/2024;Before;0;325406;4;5;2;135200;712588;1071124
1726;21045516;19;Female;Divorced;Makassar;29/02/2024;Before;0;4142549;6;9;4;1874186;656193;2901790
985;3873172;47;Female;Widowed;Surabaya;11/12/2024;After;0;3459599;0;5;3;1772587;2739145;3689465
1588;13052829;51;Female;Married;Jakarta;11/07/2023;Before;0;621341;5;3;0;1743173;1145048;4979124
1974;7876872;54;Female;Single;Medan;08/07/2023;Before;0;2666190;4;4;0;863878;323561;4622532
1112;4898739;63;Female;Divorced;Bandung;12/01/2023;Before;0;4363725;4;7;1;635456;1945160;2053478
1337;13912996;54;Female;Divorced;Denpasar;27/08/2023;Before;0;3047139;3;4;2;638408;219297;3754827
1875;8154048;45;Male;Divorced;Makassar;15/08/2024;After;1;4070065;2;7;1;1189114;1787267;2264298
1090;23098343;31;Female;Divorced;Medan;28/03/2024;Before;0;3215447;2;5;1;124664;1694390;1384863
662;19736613;62;Male;Widowed;Denpasar;18/01/2024;Before;0;2783027;2;4;2;1404996;2569605;2481165
1044;19413486;23;Female;Widowed;Medan;17/02/2023;Before;0;1871666;6;7;2;594249;2786100;4159957
33;8147581;60;Male;Single;Denpasar;13/11/2023;Before;0;1417083;2;5;1;536473;2280954;4729954
1864;5854190;42;Female;Divorced;Medan;28/07/2023;Before;0;2115610;0;1;3;1774632;2729742;1611135
1817;17064147;30;Female;Divorced;Medan;30/06/2024;Before;0;3562345;4;6;4;1683686;2880749;2864926
558;13198499;63;Female;Single;Denpasar;29/04/2023;Before;0;2500828;2;6;1;1429489;1342612;1148572
73;13973639;43;Male;Married;Jakarta;30/07/2024;After;1;3708786;7;4;2;1006238;2693820;1776594
1890;7220459;28;Female;Widowed;Surabaya;11/11/2023;Before;0;2515341;4;3;0;1711271;2486571;3671340
825;4222869;34;Male;Widowed;Medan;05/02/2023;Before;0;874686;3;1;3;149794;1586424;437627
1367;24916959;47;Male;Single;Makassar;07/04/2024;Before;0;2471396;6;5;2;1549566;69732;1532734
1157;11976973;62;Male;Single;Bandung;07/07/2024;After;0;1357667;8;6;3;310234;185101;3425781
1079;14309411;36;Male;Married;Surabaya;03/08/2024;After;0;738863;4;6;3;1259669;2548258;1582716
61;22082629;64;Female;Single;Medan;07/02/2024;Before;0;1228904;3;7;1;1248439;234730;105344
1881;15796479;41;Male;Single;Medan;17/04/2023;Before;0;2311961;1;3;3;821634;1800204;3441324
1544;12456807;57;Female;Widowed;Bandung;08/02/2023;Before;0;3801752;1;3;1;549629;394733;1394704
272;20569187;39;Male;Divorced;Medan;03/08/2024;After;0;-18011;3;1;3;1646381;2445170;1614319
246;20603032;49;Male;Divorced;Makassar;29/06/2023;Before;0;1339910;4;4;2;1487535;1822900;4677737
1200;11860935;38;Male;Married;Makassar;12/01/2023;Before;0;2424656;2;3;1;1852733;938774;3551258
628;9062903;53;Male;Single;Denpasar;05/12/2023;Before;0;1598247;2;4;1;258523;2374085;3690417
1341;9867218;18;Male;Married;Jakarta;16/12/2024;After;1;2834345;1;5;1;1920499;1331849;4060310
1807;5605214;49;Male;Single;Medan;01/07/2024;After;0;1236057;2;3;4;91824;612395;373831
705;11501424;37;Female;Widowed;Denpasar;06/05/2023;Before;0;1220208;0;8;3;1594186;2977580;1465053
662;19736613;62;Male;Widowed;Denpasar;04/03/2023;Before;0;4999552;1;3;0;1182455;804343;665640
1155;16781009;39;Female;Married;Medan;23/03/2023;Before;0;4327017;3;8;2;1952804;2373338;3375869
1126;23886213;51;Male;Single;Makassar;26/10/2023;Before;0;3098238;3;4;2;558056;2562690;3491731
310;21298917;42;Male;Single;Denpasar;03/02/2023;Before;0;3597293;4;1;3;653032;589868;3973674
1806;7660061;24;Female;Married;Surabaya;31/08/2024;After;0;3248614;1;6;1;1677356;436738;3796858
1316;7131479;55;Male;Widowed;Medan;18/02/2023;Before;0;2898836;3;4;1;771866;162124;2721274
1746;19241927;20;Female;Divorced;Makassar;19/10/2024;After;1;1193000;3;1;3;848129;523001;3794620
495;18683595;64;Male;Married;Denpasar;28/09/2024;After;0;2659065;3;8;0;755452;764310;2703108
1385;14457501;59;Male;Single;Bandung;01/12/2024;After;1;3798805;2;10;1;251373;1250624;3705894
338;19188091;30;Female;Widowed;Makassar;26/02/2023;Before;0;3489296;5;5;4;1271897;1410003;3008258
579;13923237;44;Male;Divorced;Denpasar;19/04/2023;Before;0;2538824;5;6;3;470091;540095;2027754
10;10404852;31;Female;Married;Denpasar;31/05/2024;Before;0;2234841;3;4;0;1497649;1040458;3474467
49;18358907;32;Male;Divorced;Denpasar;24/01/2023;Before;0;314300;5;3;1;398298;2961223;4745890
1511;6597706;46;Female;Widowed;Surabaya;09/08/2023;Before;0;835154;3;4;0;1333153;502714;4154774
623;8304509;44;Female;Single;Bandung;11/11/2023;Before;0;3118037;6;8;0;1791658;299997;1633839
1345;7987696;36;Male;Widowed;Denpasar;21/10/2023;Before;0;2079956;3;6;1;203653;2658783;3015382
731;11934845;43;Male;Divorced;Makassar;10/01/2023;Before;0;3563215;8;3;1;1168867;410657;4595489
1593;11527171;31;Male;Married;Makassar;07/11/2024;After;1;1608079;4;3;3;1149155;2629501;4152751
795;11234679;28;Male;Divorced;Surabaya;25/04/2024;Before;0;1803854;3;11;2;614643;2848225;1937308
971;21489719;61;Male;Single;Makassar;27/12/2024;After;1;2625918;0;3;1;1750113;2654233;1141015
1649;16245696;41;Female;Single;Medan;29/09/2024;After;0;3446444;2;2;0;166941;2225212;980065
133;10971379;34;Female;Single;Makassar;24/09/2023;Before;0;4536663;3;5;2;1459966;1882955;2890264
1607;20941166;39;Male;Widowed;Makassar;29/03/2023;Before;0;4405075;3;4;1;1302820;675661;2477830
83;18606139;48;Male;Divorced;Denpasar;30/03/2024;Before;0;3771032;4;5;2;1464540;2549775;2241370
57;4870928;21;Female;Widowed;Surabaya;17/09/2024;After;1;1841438;4;6;1;1906424;2363025;4037462
376;5503771;56;Female;Single;Bandung;16/06/2024;Before;0;2097631;4;5;2;1471321;1230545;2001016
349;4989173;40;Female;Divorced;Makassar;28/05/2023;Before;0;522002;4;5;1;1483675;1392130;1002581
271;9041495;52;Male;Widowed;Jakarta;29/12/2024;After;0;2691916;3;6;2;511869;1580109;3892623
1507;23738568;48;Female;Widowed;Bandung;06/03/2024;Before;0;3549014;2;0;4;283850;769508;1424509
111;23524605;43;Male;Single;Denpasar;30/08/2023;Before;0;2702460;2;3;0;968188;1921247;1207055
869;17030933;32;Female;Married;Denpasar;02/12/2024;After;0;2971093;3;9;2;693120;549088;253210
887;9482532;56;Male;Single;Surabaya;07/03/2023;Before;0;732518;1;7;2;226828;498900;282203
76;4007293;28;Male;Single;Medan;13/01/2024;Before;0;653731;2;7;0;1208360;2363028;2371424
1182;14484508;18;Male;Married;Jakarta;23/01/2024;Before;0;2265622;1;3;4;1898297;1225928;1808417
1556;18797914;63;Female;Widowed;Denpasar;28/07/2023;Before;0;3012690;4;5;2;1842328;2541934;798005
1957;23348050;25;Male;Married;Makassar;19/02/2024;Before;0;2869542;2;6;2;1894381;383187;3621545
1667;9166160;35;Female;Married;Surabaya;16/01/2023;Before;0;4866550;1;5;0;109855;986984;2679031
329;15707035;21;Female;Widowed;Surabaya;24/10/2023;Before;0;2798447;2;5;1;1076004;1801293;3201523
122;12909709;36;Male;Married;Medan;08/08/2023;Before;0;5335488;3;7;3;173323;465961;1571619
41;6385357;40;Male;Single;Denpasar;02/01/2024;Before;0;1115707;5;6;2;1190311;1639671;4276235
1191;20547260;30;Male;Widowed;Surabaya;17/08/2023;Before;0;3984539;2;6;3;594677;1140681;3059719
922;5357821;57;Male;Divorced;Surabaya;22/09/2024;After;0;671677;6;1;5;459610;1066747;4189210
642;6338442;36;Female;Divorced;Surabaya;15/03/2024;Before;0;1697300;2;1;1;984219;2033528;3164546
1047;13688727;44;Male;Single;Denpasar;20/11/2024;After;1;1932578;4;2;1;591045;1319593;3347471
279;14310552;64;Male;Widowed;Surabaya;15/06/2024;Before;0;4405102;4;0;2;1015175;1108635;3262471
763;3550222;47;Female;Divorced;Surabaya;25/03/2024;Before;0;1056085;1;5;1;313723;1628652;4451221
469;16470137;18;Male;Widowed;Denpasar;05/02/2023;Before;0;3609987;3;3;1;1869994;2016269;4228052
1424;17229748;41;Male;Divorced;Denpasar;26/02/2024;Before;0;5081630;1;4;1;726193;2322997;3862968
9;24300885;63;Male;Divorced;Medan;11/09/2024;After;0;4346275;1;3;1;1986705;1495784;952250
13;21544107;63;Female;Single;Bandung;08/07/2023;Before;0;2974430;2;6;1;1046223;1198992;4487063
924;19263882;50;Female;Widowed;Makassar;27/06/2023;Before;0;3801422;3;6;1;538692;1749780;2069126
923;11913742;55;Female;Married;Medan;30/08/2024;After;0;5065379;0;3;1;1328215;921662;3951166
1843;8538166;61;Male;Widowed;Makassar;11/11/2023;Before;0;640244;3;5;4;1048959;609175;2348936
1856;5090212;39;Female;Married;Medan;20/01/2023;Before;0;1014837;3;5;0;565449;884602;4740918
1076;24201723;24;Male;Widowed;Makassar;06/11/2024;After;1;1017486;1;7;1;1159721;351391;2407935
1233;18823554;43;Male;Divorced;Bandung;17/01/2024;Before;0;2215949;5;3;5;363859;474607;4940743
1574;11551646;33;Female;Widowed;Surabaya;31/08/2024;After;0;4904128;5;3;4;1824183;1058278;4380648
1636;6486669;28;Female;Single;Medan;23/05/2023;Before;0;4488459;2;4;1;52861;2350774;3041178
1729;6882149;26;Female;Widowed;Denpasar;03/03/2023;Before;0;3306378;1;7;3;442447;2621401;3773399
1426;13760888;30;Male;Married;Denpasar;30/08/2023;Before;0;2942026;1;5;2;215808;1821898;1575366
1215;18794998;28;Male;Married;Jakarta;26/08/2023;Before;0;4363059;1;7;2;1235521;2150422;3160650
1075;13673774;62;Female;Widowed;Medan;11/05/2023;Before;0;4678748;2;1;1;848015;2053804;587272
1417;9733215;38;Male;Widowed;Bandung;27/08/2024;After;1;5056862;3;6;2;178723;1615797;379447
653;18650304;55;Male;Widowed;Jakarta;25/08/2024;After;0;4970304;4;7;3;540938;2836201;677631
1704;6210016;54;Male;Widowed;Denpasar;06/10/2024;After;0;4641065;1;6;2;88151;691074;1659803
1847;18648245;57;Female;Single;Medan;03/05/2023;Before;0;2268884;4;4;0;158696;1203615;3930511
621;8806466;56;Female;Divorced;Makassar;15/03/2024;Before;0;1858964;3;6;3;134572;881786;3019479
1743;18329502;24;Male;Married;Bandung;08/12/2023;Before;0;3802210;2;10;5;495347;374771;925846
1963;24605977;18;Female;Single;Jakarta;23/02/2024;Before;0;4168078;2;3;2;1759212;2780637;753344
1324;14415376;61;Female;Single;Jakarta;21/09/2024;After;1;3027304;3;4;2;561056;1256308;4355207
1646;12799314;55;Male;Widowed;Jakarta;30/03/2024;Before;0;4081142;1;2;2;512286;2416429;1799462
196;3225281;23;Male;Widowed;Bandung;17/07/2023;Before;0;4453888;2;9;0;841932;807278;2004979
